MNO,Code,Latitude,Longitude
Masmovil,1B1AB4618,38.983356,-1.925733
Telefonica,3800755,28.2018,-16.820739
Vodafone,66734,38.055522,-1.217181
Orange,MURR0287A,37.620442,-0.878828
Telefonica,3000057,37.745639,-0.850778
Masmovil,1B6C2651,42.733944,-8.660111
Vodafone,74377,39.5731,2.63025
Vodafone,181958,41.162425,1.162761
Vodafone,096644,41.518869,1.634192
Orange,ASTR1551B,43.350956,-7.1085
Vodafone,191025,37.977947,-0.676811
Vodafone,198204,37.634194,-0.989972
Orange,EXTR0403A,38.8572,-6.544925
Vodafone,199290,37.544833,-5.053917
Orange,VALR1969A,39.452558,-0.627333
Vodafone,062226,40.386142,-3.669219
Orange,MURR0501J,37.969697,-1.218
Masmovil,1B3NA0867,42.055411,-1.599756
Vodafone,87860,43.465242,-3.570692
Vodafone,115885,37.033667,-1.950111
Vodafone,090489,37.391561,-6.323119
Orange,CLMR9524A,40.644731,-3.329847
Telefonica,1101182,36.309886,-6.147997
Orange,GALR0473A,43.056781,-9.086556
Orange,GALR4057B,42.039725,-8.662025
Vodafone,120854,42.407069,-7.988742
Vodafone,81046,42.609064,-8.637078
Vodafone,149532,37.698658,-4.919114
Vodafone,195093,42.791294,-4.271417
Orange,MADR6315A1057,40.541064,-3.637444
Vodafone,84044,37.18275,-2.994
Telefonica,0701000,39.705544,2.790917
Orange,CATR4777A,41.544747,2.035986
Telefonica,1400596,37.627611,-4.707639
Orange,ASTR1182B,43.324461,-6.029153
Masmovil,1B2B2037,41.298422,2.013883
Telefonica,2900933,36.603078,-4.508956
Orange,CYLR9350A,41.368789,-3.995014
Telefonica,3600907,42.600256,-8.760142
Telefonica,4600041,39.477758,-0.422281
Vodafone,191239,41.077444,1.179722
Orange,PVAR0730A,43.306108,-2.909803
Orange,CATR6109A,41.372558,2.150075
Vodafone,871,42.35605,3.160625
Telefonica,2600154,42.448667,-2.451917
Orange,ANDR8823A,36.820722,-2.532417
Orange,ANDR2747B,36.488614,-4.992867
Telefonica,4603320,38.932825,-0.166089
Vodafone,195248,41.540533,1.868975
Telefonica,1100291,36.612608,-6.286389
Vodafone,081325,37.483383,-4.435164
Masmovil,1B1M3225,40.489067,-3.887392
Vodafone,120698,38.967919,1.269519
Telefonica,2801775,40.183056,-3.680819
Vodafone,98297,36.650806,-6.127719
Orange,CATR5777A,42.066017,2.628233
Orange,VALR1410A,39.443483,-0.489628
Vodafone,84076,37.995425,-1.509856
Orange,VALR5895A,38.403031,-0.775219
Orange,CATR2805B,41.324825,2.119325
Vodafone,082144,39.133381,-5.62715
Orange,CATR5641A,41.613472,0.618417
Orange,MADR1734A,40.506397,-3.331925
Telefonica,1300238,38.633433,-2.861503
Vodafone,129781,40.52185,-3.900764
Vodafone,76439,37.207553,-7.230011
Orange,CLMR9779A,40.764728,-3.3828
Orange,ANDR6218A,37.505686,-3.667725
Vodafone,2241,28.362953,-13.873675
Masmovil,1B1M3192,40.599425,-3.498319
Orange,CATR5318A,41.788139,0.810806
Orange,EXTR6460A,39.545922,-5.511036
Vodafone,194865,42.182136,2.800208
Vodafone,100631,39.645811,3.374236
Orange,ANDR0732A,37.198153,-5.794883
Telefonica,2804600,40.438789,-3.999861
Vodafone,187210,40.154625,-3.632394
Orange,ANDR6843A,37.891922,-4.748053
Telefonica,5000371,41.583856,-1.120236
Telefonica,2000215,43.312889,-2.011
Telefonica,2900014,36.778228,-4.100939
Vodafone,196903,37.567253,-4.556714
Vodafone,026624,36.628442,-4.494056
Orange,ARAR7552A,42.435525,0.071475
Telefonica,2807852,40.503236,-3.707147
Vodafone,75312,43.035583,-7.574639
Telefonica,2801916,40.13675,-3.576322
Vodafone,019874,38.005694,-4.776111
Telefonica,2811096,40.4296,-3.675408
Telefonica,1800014,37.092978,-3.387358
Orange,GALR0011C,43.366167,-8.421778
Orange,GALR1018K,43.282306,-8.212611
Vodafone,345,39.958742,-4.929267
Vodafone,068310,40.615914,0.589011
Vodafone,19782,39.453025,-0.353856
Vodafone,104410,40.977697,-5.157761
Vodafone,24455,39.873972,-0.512056
Masmovil,1B5J6023,38.010694,-3.369519
Telefonica,3300403,43.358,-5.859542
Orange,ANDR6875A,37.579925,-4.643308
Orange,VALR6166A,38.755167,-0.430111
Orange,VALR9617V,39.8495,-0.488606
Orange,ANDR6358A,37.732247,-2.788047
Masmovil,1B7LE1333,42.305222,-5.899194
Orange,CLMR2301A,39.930972,-3.915747
Orange,ASTR0203B,43.358217,-5.851267
Vodafone,110098,41.915794,-7.423947
Telefonica,3800292,28.07785,-16.695086
Vodafone,78903,36.711942,-4.435944
Telefonica,2500098,41.686847,0.482197
Orange,ARAR7516A,41.802053,-0.161717
Orange,VALR9616V,39.841956,-0.4772
Vodafone,015978,39.592806,-3.121778
Telefonica,2800047,40.398386,-3.69895
Masmovil,1B5CA5285,36.468911,-6.199086
Telefonica,2000036,43.321158,-1.922058
Vodafone,112235,38.453522,-5.110978
Telefonica,2808755,40.473503,-3.676825
Vodafone,080266,41.009408,0.912981
Orange,GALR5004C,42.444833,-8.636264
Vodafone,195266,41.612711,0.679419
Vodafone,069268,41.479053,2.067314
Masmovil,1B3SS4451,43.312867,-2.004936
Vodafone,12285,28.374528,-16.363389
Orange,CYLR6404A,41.190767,-6.227758
Vodafone,77315,43.317928,-3.019778
Vodafone,189793,38.922556,-2.046889
Vodafone,120716,28.535419,-16.238392
Telefonica,2800303,40.340339,-3.710211
Orange,CATR5378A,41.762278,0.904831
Orange,ARAR7617A,41.716283,-0.020981
Vodafone,18279,40.971731,-4.109653
Telefonica,3300417,43.389172,-5.802567
Orange,CANR5798A,28.0676,-16.656336
Telefonica,2901338,36.70665,-4.448142
Orange,CATR2043A,41.527928,2.143942
Telefonica,3801464,28.050278,-16.529
Masmovil,1B4A4054,38.603753,-0.047067
Masmovil,1B5SE0755,37.271325,-5.549247
Orange,RIOR5115A,42.228308,-2.107608
Telefonica,4500401,40.125292,-3.677892
Telefonica,2803099,40.428117,-3.719586
Telefonica,4000004,40.949617,-4.121333
Vodafone,190823,38.398544,-0.434375
Orange,ARAR7746A,42.551,0.740389
Vodafone,110495,41.652861,-4.716861
Orange,ANDR8749A,36.794194,-2.633611
Orange,CYLR8633A,40.656625,-4.700756
Masmovil,1B2Z0027,41.645083,-0.897361
Telefonica,3601685,42.571072,-8.051714
Telefonica,4301280,41.266422,0.841169
Vodafone,080331,40.630158,0.291747
Orange,RIOR5222A,42.359514,-2.548017
Orange,CATR8497A,41.282853,1.433419
Vodafone,73936,37.684239,-0.9527
Vodafone,104196,42.143333,-1.972278
Telefonica,2900778,36.719131,-4.411231
Orange,EXTR0356D,38.35155,-6.163833
Vodafone,154437,40.945111,-3.091469
Orange,ANDR6366A,37.433083,-3.808667
Vodafone,106367,41.268158,1.416833
Vodafone,146641,43.093222,-8.68575
Orange,BALR0341A,39.650378,3.108628
Telefonica,4500156,40.121389,-3.936667
Vodafone,6328,40.359769,-3.697064
Vodafone,93650,38.480208,-1.325836
Telefonica,0200130,39.301306,-1.666556
Telefonica,4300791,41.0786,1.133583
Vodafone,203407,42.618953,-3.359464
Vodafone,146312,42.457028,-4.121028
Vodafone,093964,37.257347,-4.310808
Orange,CATR7452A,41.134644,1.354256
Orange,GALR0481C,43.266528,-8.966
Orange,VALR9643V,40.041469,-0.073611
Telefonica,0400353,36.764306,-2.615667
Masmovil,1B8GC0042,28.110081,-15.431194
Telefonica,1501707,43.502444,-8.213361
Orange,CATR5413A,41.709811,0.902886
Vodafone,024338,38.536181,-0.121281
Orange,ARAR5247A,41.293347,-1.968953
Vodafone,143746,39.488522,-2.745519
Orange,VALR3988V,39.163617,-0.244464
Vodafone,106397,38.935436,-0.149419
Orange,CATR7590A,41.207733,0.964611
Orange,VALR5842A,38.122336,-0.988736
Vodafone,26945,40.362142,0.397108
Orange,ASTR7203C,43.54645,-6.745756
Orange,CATR1057A,41.322108,2.0097
Orange,BALR0552C,38.894919,1.358214
Masmovil,1B4MU1240,37.833544,-0.793761
Orange,ANDR5608B,37.170528,-3.606419
Vodafone,196887,36.855525,-2.445389
Orange,MADR0405F,40.435433,-3.698661
Telefonica,1800932,36.789431,-3.602653
Orange,GALR5945A,42.675042,-8.151561
Orange,MADR3078A,40.212803,-3.191972
Masmovil,1B5CO2670,37.890444,-4.787056
Orange,GALR3915A,43.368722,-8.4175
Orange,MADR0630A,40.358792,-3.831256
Telefonica,2700042,43.023639,-7.565528
Orange,GALR6053G,42.464647,-8.924586
Vodafone,070332,36.709708,-4.437203
Masmovil,1B2T5721,41.107642,1.147228
Orange,CANR5051A,28.173628,-14.221539
Orange,MADR0711B,40.664992,-3.7701
Vodafone,021733,41.430253,2.140336
Orange,CATR8090A,41.081222,1.036281
Vodafone,106575,40.414756,-3.006342
Vodafone,059138,43.257008,-2.938222
Orange,ASTR0275B,43.361447,-5.8835
Vodafone,01661,37.356272,-5.986089
Vodafone,150425,42.974028,-8.671
Vodafone,117245,43.018972,-8.542333
Orange,ANDR9659A,37.917042,-6.820556
Orange,CYLR4688A,42.338314,-3.688411
Orange,CLMR0420A,40.020514,-4.072625
Orange,ANDR1118C,37.183678,-4.780636
Telefonica,4600304,39.138589,-0.593419
Orange,ANDR6706A,37.970008,-4.450003
Vodafone,81118,42.846464,-8.911111
Telefonica,4500343,39.9685,-4.629194
Orange,MADR8554A,40.674375,-4.085944
Orange,CANR5672A,28.243219,-16.404328
Orange,ANDR9434A,37.197658,-7.305533
Orange,MADR4210A,40.479192,-3.678333
Vodafone,84021,36.292625,-6.110494
Orange,ARAR5118A,41.636972,-0.760936
Telefonica,2805532,40.458103,-3.667453
Masmovil,1B2B2167,41.5429,2.116825
Telefonica,0400249,36.784917,-2.607722
Orange,PVAR9135A,43.164806,-3.01765
Orange,CATR5217A,42.290372,2.934961
Orange,CATR0060G,41.416744,2.187347
Vodafone,026658,36.588208,-4.532992
Orange,ASTR1462B,43.230633,-4.748403
Orange,CLMR8881V,38.822,-2.180917
Orange,GALR6360A,42.083444,-8.678528
Vodafone,148240,40.276556,-3.806447
Vodafone,93265,40.49605,-3.357239
Vodafone,159457,42.548531,-2.580078
Vodafone,144085,40.426917,-3.697028
Telefonica,5000061,41.753033,-0.840197
Telefonica,2900134,36.737611,-4.382944
Telefonica,2902670,36.900239,-4.430792
Vodafone,133007,42.030053,-1.656022
Vodafone,101914,28.131397,-15.635447
Vodafone,51053,40.456697,-3.706622
Telefonica,4602661,39.42975,-0.403722
Orange,VALR9442A,40.025072,0.041819
Vodafone,067994,38.090803,-0.952081
Vodafone,70315,42.257939,-8.676872
Telefonica,2000551,43.308686,-1.945339
Telefonica,3300779,43.55625,-5.922528
Masmovil,1B2B0212,41.387578,2.108997
Vodafone,94107,40.600336,-3.496994
Vodafone,199309,38.684003,-6.404442
Masmovil,1B1M0090,40.423789,-3.700358
Vodafone,370,40.386536,-4.357986
Vodafone,189807,41.081992,1.131786
Orange,GALR2621A,42.863361,-8.491167
Orange,ANDR1557A,37.389686,-5.9911
Telefonica,0400066,36.840533,-2.415506
Masmovil,1B1M0259,40.4626,-3.614678
Orange,MADR1634A,40.398311,-3.698919
Orange,CATR7218A,41.617822,2.670497
Vodafone,002669,41.296817,-3.740403
Masmovil,1B5SE0504,37.358692,-6.034983
Masmovil,1B6OU3527,42.338336,-7.889939
Orange,CLMR7009A,38.989611,-1.862972
Orange,VALR5841A,38.300614,-0.633203
Vodafone,091325,37.837281,-4.006333
Vodafone,063289,42.549436,-1.8574
Vodafone,191059,42.957667,-3.376556
Vodafone,082314,38.982683,1.532225
Orange,VALR9625V,39.7423,-0.184997
Vodafone,081047,42.690072,-8.476483
Telefonica,4500252,39.856878,-4.027114
Telefonica,1000013,39.467656,-6.377239
Telefonica,4100680,37.384089,-5.970592
Vodafone,085034,42.552806,-5.586722
Vodafone,001471,42.922114,-2.181972
Masmovil,1B2B1526,41.366825,2.124108
Orange,CATR7201A,42.102142,2.222597
Vodafone,00142,41.637361,-4.755917
Orange,CYLR5624A,40.552964,-5.670681
Orange,MADR7763A,40.363264,-3.285047
Orange,CATR5362A,41.596411,0.880256
Masmovil,1B4V1172,39.150794,-0.441303
Vodafone,028741,37.339836,-2.041433
Orange,MADR6502A,40.391003,-3.701536
Vodafone,014463,37.776475,-5.390433
Orange,ANDR2580D,36.724167,-4.416917
Orange,CATR0955I,41.392847,2.010806
Telefonica,2200210,42.449744,0.132706
Telefonica,2802451,40.405553,-3.716689
Telefonica,1501368,43.337517,-8.391392
Telefonica,3800347,28.096528,-16.749028
Orange,ANDR9390A,36.831139,-2.431533
Masmovil,1B4V1277,39.477542,-0.542022
Vodafone,57383,41.353589,2.103844
Orange,ANDR7502A,37.896086,-4.791525
Vodafone,203489,43.334911,-4.044725
Vodafone,001647,37.17525,-3.597333
Telefonica,0302447,38.368278,-0.510083
Telefonica,0800867,41.632464,1.476569
Telefonica,2800305,40.538714,-3.642208
Telefonica,4101086,37.375792,-5.900033
Vodafone,201750,42.155017,-8.662928
Vodafone,042279,41.657236,-4.739911
Vodafone,103425,38.878406,-0.366431
Orange,MURR0156V,37.997589,-1.173961
Orange,PVAR7301B,43.278722,-2.010139
Vodafone,013082,42.633056,-0.31675
Vodafone,137252,43.207267,-2.763072
Vodafone,208614,41.791783,3.05395
Vodafone,0139692,43.376194,-5.827611
Vodafone,79318,37.383583,-6.009
Orange,ARAR7580A,41.622311,0.190358
Orange,CYLR4759A,42.375542,-3.893653
Telefonica,0900173,42.351181,-3.664497
Orange,VALR1644V,39.381381,-0.57365
Vodafone,082598,37.675328,-6.654272
Vodafone,72650,41.155569,-4.175458
Telefonica,4800236,43.258028,-2.920889
Vodafone,134646,40.882342,0.800281
Orange,MURR0131B,37.954653,-1.202819
Orange,CATR4731A,41.557431,2.450089
Orange,ANDR7296A,37.567253,-4.556714
Masmovil,1B2B1946,41.601097,2.296014
Telefonica,2100105,37.611228,-7.245786
Vodafone,196412,36.750933,-4.758764
Orange,PVAR7314A,43.1879,-2.06205
Vodafone,28485,39.579267,2.639522
Telefonica,2800324,40.229517,-3.985242
Telefonica,0806365,41.382022,2.090178
Telefonica,2900050,36.730494,-4.364719
Telefonica,2801842,40.284222,-3.797572
Vodafone,138855,42.013528,-5.682306
Vodafone,156838,42.899222,-7.464778
Orange,ARAR7595A,41.724611,0.151958
Telefonica,4500339,40.107083,-4.72575
Vodafone,102536,43.470367,-5.830431
Telefonica,4100473,37.277581,-4.802889
Vodafone,055713,42.168525,-1.683658
Vodafone,73410,40.461597,-3.692306
Orange,GALR9922B,42.339608,-7.865356
Orange,CYLR9530A,41.219289,-4.520619
Telefonica,0300258,38.623089,-0.766703
Vodafone,55894,40.358794,-3.830886
Orange,ARAR7532A,42.570806,-0.546667
Orange,BALR0247A,39.516072,2.536703
Vodafone,78583,36.133064,-5.453925
Vodafone,083501,40.314064,-4.248389
Telefonica,5000679,41.675028,-0.869911
Masmovil,1B1GU4201,40.564717,-3.264897
Telefonica,0800348,41.418508,2.180875
Vodafone,082148,39.825506,-6.772417
Telefonica,3800093,28.37625,-16.362667
Orange,ARAR7631A,42.13375,-0.417583
Telefonica,0800420,41.613042,1.848628
Vodafone,52892,40.514431,-3.653267
Vodafone,19781,39.560944,-0.625272
Telefonica,2810743,40.308144,-3.729328
Orange,MURR0812E,38.188258,-1.893267
Telefonica,2800427,40.391919,-3.655944
Vodafone,00862,41.303806,2.080306
Orange,MADR8574A,40.552286,-4.013319
Orange,CYLR4010A,41.625069,-4.762022
Orange,CYLR6968A,42.038947,-6.802583
Telefonica,0200048,38.970425,-1.847578
Vodafone,94907,40.410314,-3.790639
Telefonica,4600146,39.485169,-0.396339
Vodafone,146682,41.667606,-0.864456
Orange,MADR3872A,40.288231,-3.756767
Orange,CANR5644A,28.271928,-16.385467
Orange,ANDR9736C,37.183942,-6.964731
Vodafone,078176,40.478786,-3.364319
Telefonica,1100902,36.289722,-5.285639
Telefonica,4800213,43.173097,-2.580328
Vodafone,92090,37.215725,-2.062472
Orange,ANDR5783C,37.592344,-2.460139
Orange,EXTR6112A,39.450942,-6.507828
Telefonica,3900461,43.446086,-3.910106
Telefonica,2811034,40.351006,-3.692575
Orange,EXTR6134D,40.325383,-6.178925
Vodafone,081773,39.687267,2.843536
Orange,ANDR8000A,37.759869,-3.795842
Vodafone,3395,40.431142,-3.623742
Vodafone,198680,42.409692,-3.534967
Orange,MADR1801A,40.298933,-3.929003
Orange,CYLR9233A,40.950333,-4.122194
Vodafone,75049,36.681894,-6.115439
Telefonica,0300070,38.604078,-0.110842
Telefonica,0700744,39.453875,3.270775
Vodafone,085574,36.973967,-5.217344
Vodafone,199190,37.773203,-3.785969
Orange,MURR0355C,37.56945,-1.801658
Masmovil,1B7VA0528,41.596722,-4.118172
Telefonica,0300758,38.346081,-0.489867
Orange,CANR5865A,28.483778,-16.316972
Orange,MADR0543H,40.463472,-3.613783
Masmovil,1B2L5302,41.616797,0.628819
Telefonica,1000450,39.456658,-6.390267
Masmovil,1B4A4217,38.177269,-0.96505
Vodafone,50319,43.144156,-2.154803
Vodafone,71243,38.359303,-0.483622
Vodafone,112265,43.537678,-5.665194
Telefonica,0600225,38.454028,-6.3675
Orange,MURR0703A,38.609517,-1.112328
Orange,MADR7522A,40.136511,-3.417442
Vodafone,2069,42.889611,-8.546583
Orange,MADR8587B,40.209056,-3.870014
Orange,BALR0433A,39.869939,4.137031
Orange,ASTR0210B,43.365758,-5.843339
Orange,ARAR7737A,42.10275,-0.447194
Telefonica,0801221,41.464122,1.675989
Telefonica,0301367,38.244856,-0.703797
Orange,ANDR2701B,36.673611,-4.548689
Orange,CATR0511Z,41.394022,2.112928
Vodafone,76946,40.342183,-3.708247
Telefonica,0600363,38.921022,-6.37985
Telefonica,2100148,37.226636,-7.269033
Orange,CLMR8866V,39.286167,-1.469819
Orange,ANDR2893A,36.566597,-4.597078
Telefonica,3600093,42.209972,-8.767111
Telefonica,0700044,39.434103,3.021042
Vodafone,90947,40.741233,-4.073394
Telefonica,3200590,42.290603,-7.808119
Vodafone,79421,39.375664,-0.479453
Orange,CYLR6903G,41.501044,-5.750772
Orange,CLMR5377A,38.931639,-3.388472
Vodafone,81129,42.734,-8.661167
Vodafone,039088,37.18835,-2.204886
Orange,BALR0901A,39.863419,3.141303
Masmovil,1B3S0076,43.348439,-4.050411
Vodafone,85260,42.267058,-8.673236
Vodafone,48597,41.277114,-1.219039
Vodafone,93171,38.920794,-0.22
Masmovil,1B6C2531,42.892806,-8.503083
Vodafone,81015,42.305222,-5.899194
Telefonica,0800506,41.625856,1.421669
Vodafone,028544,42.107808,3.153683
Telefonica,2800079,40.140383,-3.414747
Orange,PVAR8635A,42.836881,-2.746236
Vodafone,135068,36.752028,-3.139278
Orange,CATR0051A,41.410953,2.156781
Vodafone,000625,41.432472,2.150417
Telefonica,1200123,40.268008,-0.018944
Telefonica,1500453,42.884083,-8.513056
Telefonica,0802753,41.634222,1.905225
Orange,NAVR5173A,43.001917,-1.902222
Orange,ANDR5747A,37.186833,-3.485667
Telefonica,2805831,40.512428,-3.400033
Orange,PVAR5016A,43.244975,-3.094425
Vodafone,106744,43.366542,-2.874767
Orange,MURR4031A,37.797853,-0.838239
Telefonica,3301839,43.390553,-6.072606
Orange,CATR8910A,41.890608,3.184294
Telefonica,1700802,41.704133,2.855867
Vodafone,22948,40.753125,-4.667442
Vodafone,103686,40.622667,-4.61925
Orange,ARAR5318A,41.693392,-0.825211
Telefonica,4600111,39.428164,-0.4149
Vodafone,087306,43.508989,-8.144825
Orange,ANDR0160C,37.426297,-5.929336
Vodafone,143705,40.035544,-3.595178
Telefonica,3600299,42.433861,-8.601361
Telefonica,2901762,36.721472,-4.482503
Vodafone,204203,37.195586,-3.728492
Orange,CYLR8398A,42.330847,-4.801561
Vodafone,85200,42.222778,-8.734861
Orange,GALR8802A,42.198889,-7.794983
Telefonica,3800154,28.053611,-16.731222
Orange,VALR6457V,37.846447,-0.763672
Vodafone,25665,39.626814,-0.902103
Telefonica,4601703,39.456553,-0.453586
Vodafone,028347,41.423758,1.995967
Telefonica,2700018,42.518722,-7.511972
Orange,ANDR2691A,36.656389,-4.573611
Telefonica,0900158,41.988,-3.035639
Telefonica,5000420,41.652589,-0.904333
Orange,CLMR5312A,39.167861,-3.863167
Vodafone,052547,40.963492,-5.664008
Vodafone,192884,41.735308,1.630939
Vodafone,11518,37.386358,-6.198633
Vodafone,191206,39.490428,2.480239
Orange,ANDR2472A,36.479303,-4.995117
Orange,CYLR9389A,41.356181,-3.771694
Vodafone,104791,41.144711,-3.680375
Telefonica,1700737,42.216428,2.603308
Vodafone,079919,38.954792,-5.864361
Vodafone,76010,41.384281,2.101483
Vodafone,089401,40.901069,-2.757431
Vodafone,0554,41.408375,1.059419
Vodafone,001213,39.500669,-0.346822
Vodafone,49269,37.16265,-5.939294
Telefonica,2300007,38.152319,-3.033044
Telefonica,4600887,39.677714,-0.367189
Vodafone,119407,41.449981,2.068303
Telefonica,4800366,43.254519,-2.911358
Orange,MADR0401B,40.489764,-3.692753
Orange,VALR1486A,39.481961,-1.060911
Telefonica,4100120,37.591278,-4.981194
Vodafone,0203742,41.302408,1.204783
Orange,MADR0352C,40.423378,-3.683894
Orange,VALR1874A,39.779494,-0.370461
Vodafone,196321,43.540694,-7.1735
Vodafone,026553,43.33275,-3.037861
Vodafone,093238,42.223681,-7.861514
Telefonica,2901202,36.753136,-5.148006
Telefonica,3501763,28.134294,-15.478242
Vodafone,2159,28.131117,-15.430153
Vodafone,206597,42.077944,2.152008
Vodafone,73393,37.604939,-0.977325
Telefonica,2800101,40.377106,-3.662181
Vodafone,149995,37.486528,-4.380792
Vodafone,71042,38.079017,-0.945494
Orange,BALR1006A,39.565783,2.664336
Telefonica,0802736,41.579569,1.619078
Telefonica,4300591,41.226017,0.537928
Orange,ARAR5309A,41.38715,-0.857917
Telefonica,4500302,39.613153,-3.215944
Vodafone,25559,39.6027,2.667061
Orange,ANDR1613F,37.423703,-6.147733
Masmovil,1B1M0274,40.385669,-3.726806
Vodafone,158627,38.613856,-6.612561
Orange,CATR5138A,42.424603,1.928864
Masmovil,1B2B0224,41.386133,2.128997
Telefonica,4500373,40.036667,-3.886
Orange,CATR4763A,41.697783,2.713686
Telefonica,3800840,28.418839,-16.542581
Vodafone,023744,40.425894,-3.688792
Telefonica,1000473,39.142461,-5.917792
Vodafone,198157,36.695189,-6.134767
Telefonica,0100492,42.86305,-2.618078
Orange,ANDR9583F,37.270056,-6.510072
Telefonica,3700832,41.160139,-6.690131
Masmovil,1B5SE0328,37.47025,-5.649222
Orange,CATR3034A,41.401672,2.159119
Vodafone,075915,41.548122,2.225403
Masmovil,1B2B1542,41.350658,2.113219
Orange,VALR1478A,39.357189,-0.446964
Orange,CTBR7203F,43.408581,-3.326528
Telefonica,2000891,43.285311,-2.323133
Vodafone,59733,27.984572,-15.459342
Vodafone,081201,37.319167,-6.678131
Telefonica,3000232,37.999828,-1.112658
Telefonica,1200240,39.984967,-0.038772
Orange,VALR5550B,38.481536,-0.417394
Vodafone,084211,37.387461,-6.078372
Vodafone,81261,37.762528,-3.960717
Orange,ANDR7957A,37.409533,-3.960358
Vodafone,156329,38.667706,1.392972
Telefonica,0806287,41.594997,2.218875
Vodafone,33056,42.854472,-7.143969
Vodafone,088540,38.002019,-1.14765
Orange,ARAR5243A,41.813214,-1.515531
Telefonica,2900195,36.757633,-3.9472
Orange,CATR5013A,41.364067,2.041342
Vodafone,085895,38.074306,-1.164881
Telefonica,4603948,39.096008,-0.218814
Telefonica,4900333,41.256992,-6.174219
Orange,NAVR5169A,42.649769,-1.298386
Vodafone,099971,41.539581,-4.533053
Orange,PVAR7312B,43.125267,-2.080667
Vodafone,079427,39.492278,-1.082306
Vodafone,184197,28.015392,-16.652056
Vodafone,199831,41.005222,-5.4943
Orange,BALR0337A,39.600619,2.925158
Orange,VALR1835A,38.964475,-0.186297
Telefonica,2700139,43.124056,-7.067722
Vodafone,147360,41.870761,2.766328
Vodafone,83568,37.844169,-0.858783
Orange,BALR1020B,39.5813,2.666361
Vodafone,104598,41.683522,-2.198361
Telefonica,0804043,41.379386,2.174267
Orange,ANDR3119A,36.892356,-4.114139
Orange,BALR0236A,39.803336,3.117033
Telefonica,2800633,40.592611,-4.159536
Telefonica,4300246,41.015014,0.949022
Telefonica,0802549,41.4028,2.138289
Orange,MADR7802A,40.712042,-4.073606
Telefonica,4800603,43.361486,-3.004331
Orange,PVAR9226A,42.765944,-2.537772
Vodafone,78923,40.095108,0.132819
Orange,MADR1775A,40.656867,-3.757222
Vodafone,66018,42.825728,-1.672994
Orange,ARAR8825V,40.381928,-0.637419
Vodafone,191495,36.318758,-6.141431
Vodafone,083305,41.691228,2.723511
Vodafone,195315,41.581944,2.013578
Vodafone,28497,41.363414,2.152608
Vodafone,008091,42.285972,-3.850861
Vodafone,3251,41.390003,2.153339
Orange,EXTR6257A,39.475947,-5.476508
Masmovil,1B1CR4525,39.129611,-3.088889
Orange,MADR6341A107,40.441881,-3.70155
Vodafone,091190,37.245278,-4.57705
Vodafone,10076,39.800414,-0.130503
Orange,ARAR5361A,42.1483,-1.234867
Orange,ANDR4408A,36.915678,-5.534239
Masmovil,1B1M0937,40.324342,-3.694331
Telefonica,0900781,42.362181,-3.685239
Masmovil,1B5CA5051,36.533222,-6.302497
Masmovil,1B1M3354,40.554158,-4.021247
Orange,PVAR7327A,43.182458,-2.316794
Vodafone,85086,41.745489,1.911614
Vodafone,34915,37.387539,-5.985439
Masmovil,1B1M2059,40.355278,-3.755275
Vodafone,190249,43.381753,-4.295781
Telefonica,4600134,39.455681,-0.404544
Telefonica,0802818,42.122083,2.100367
Orange,EXTR0540A,38.951292,-6.202211
Vodafone,116311,38.894919,1.358214
Telefonica,0800649,41.441911,2.220375
Vodafone,142845,39.721981,-0.189586
Telefonica,1100730,36.683758,-6.146853
Orange,ASTR0334A,43.55625,-5.922528
Vodafone,56917,28.110081,-15.431194
Telefonica,1100577,36.638231,-6.331469
Vodafone,023292,36.626869,-4.504381
Orange,CYLR3010A,41.596778,-4.750556
Telefonica,3501557,27.770958,-15.548939
Telefonica,3000989,37.649256,-0.924347
Vodafone,151835,43.424603,-3.843961
Masmovil,1B1M0472,40.415936,-3.695506
Telefonica,4100079,37.242422,-5.103308
Telefonica,0100076,42.869058,-2.667103
Orange,ANDR2761C,36.507908,-4.894558
Masmovil,1B6LU3110,42.997861,-7.568806
Orange,CLMR3501A,38.78125,-4.827111
Telefonica,0807147,41.542736,2.453131
Vodafone,31755,40.421061,-3.839939
Orange,CYLR9798A,41.720931,-2.479675
Telefonica,3800092,28.391622,-16.522439
Telefonica,2600444,42.467175,-2.4414
Orange,MADR0248G,40.342219,-3.708275
Telefonica,1100486,36.917606,-5.227783
Vodafone,75494,43.554964,-5.746942
Vodafone,000902,39.465653,-0.358169
Vodafone,074917,40.405264,-3.660314
Orange,CATR8875A,42.249119,2.813803
Vodafone,74843,36.5927,-4.555997
Orange,ANDR9472A,37.614869,-6.683689
Telefonica,1500432,42.525167,-9.013889
Orange,MURR1290B,37.717561,-1.3656
Vodafone,92006,41.069494,1.153153
Vodafone,063709,41.925233,2.247903
Orange,ANDR6828A,37.909119,-4.794503
Vodafone,200041,36.761039,-4.087442
Telefonica,2810646,40.464967,-3.635522
Telefonica,0801732,41.558553,2.030119
Orange,ARAR8803V,40.186953,-0.656722
Orange,CTBR3002A,43.386456,-4.490044
Telefonica,2806157,40.357931,-3.825531
Orange,CANR5138A,28.138947,-15.630061
Telefonica,2802072,40.556997,-3.626444
Telefonica,3600092,42.231981,-8.716847
Masmovil,1B1CR0004,38.65075,-3.456567
Telefonica,1900439,40.620533,-3.158972
